[00:00.000 --> 00:12.000]  Big Brother, mainstream media, government cover-ups. You want answers? Well, so does
[04:04.000 --> 04:10.000]  It doesn't matter what the little chem trails do when massive solar radiation blasts into
[04:10.000 --> 04:17.500]  the Earth. We've had five inches of rain in the last 24 hours in Austin, thanks to the
[04:17.500 --> 04:26.500]  delicious blasting from the sun, forming nuclei in the atmosphere. And I am now digressing
[04:26.500 --> 04:31.000]  here. I haven't even gotten into the tip of the spear of the news.
[04:31.000 --> 04:36.000]  But we will try to get to the most important stuff straight ahead on the other side of
[04:36.000 --> 04:43.000]  this break. Fox attempts to discredit Ron Paul, the Oklahoma City Inside Job newsletter.
[04:43.000 --> 04:52.000]  I also get demonized with a ladling of attacks here. And we'll get into Google saying they'll
[04:52.000 --> 04:55.000]  spout everything that you do. They're just letting you know what they've already been
[04:55.000 --> 05:00.000]  doing for a while. Big news on Iran, big news on the economy, Davos, State of the Union.
[05:00.000 --> 05:05.000]  Did you ever think you'd be where you are a decade into the 21st century? Record foreclosure
[05:05.000 --> 05:10.000]  rates for homes, if not yours, your neighbors. Thankful for the unemployment checks since
[05:10.000 --> 05:15.000]  you were laid off and placing your child's name on the angel tree in hopes of a Christmas
[05:15.000 --> 05:20.000]  gift, along with thousands of other Americans. Did you ever think your future would feel
[05:20.000 --> 05:26.000]  this out of control? The fact is, in all this craziness, there's only one thing you can
[05:26.000 --> 05:32.000]  control, your greatest dependency, your food supply. Make 2012 the year you take control
[05:32.000 --> 05:38.000]  by getting prepared. eFoods Direct introduces the best way to build your food supply in
[05:38.000 --> 05:45.000]  the 21st century. Get a 21-day supply of food free with purchase. Call 800-409-5633 or go
[05:45.000 --> 05:53.000]  to eFoodsDirect.com forward slash Alex. Take back control in 2012. Call 800-409-5633 or
[05:53.000 --> 05:59.000]  go to eFoodsDirect.com forward slash Alex. Remember, you can bet your life on eFoods
[05:59.000 --> 06:00.000]  Direct.
[06:00.000 --> 06:06.000]  Hi folks, this is Alex Jones. I'm looking for people that have the wisdom to spot savings,
[06:06.000 --> 06:11.000]  opportunity and recognize risk. Saving means to make money. The Cowbend Pure Soap Company
[06:11.000 --> 06:15.000]  can save you thousands of dollars and give you good old fashioned real soaps that are
[06:15.000 --> 06:20.000]  triple concentrated and twice as good as what you're using now. Soaps made from vegetable
[06:20.000 --> 06:27.000]  and coconut oils that contain no useless dyes, perfumes, deodorants or antibacterials. Your
[06:27.000 --> 06:33.000]  risk is the hundreds of hazardous toxic detergents that give you rashes, itching sores and deteriorating
[06:33.000 --> 06:37.000]  clothing called lint. If you want something better, if you want something you've never
[06:37.000 --> 06:41.000]  had before, you have to do something you've never done before. Getting a free catalog
[06:41.000 --> 06:48.000]  is easy by calling 800-340-7091 or see Cowbend on the web at FiveStarSoap.com. Take charge
[06:48.000 --> 06:56.000]  of your health now by calling 800-340-7091 or see Cowbend on the web at FiveStarSoap.com.
[07:18.000 --> 07:34.000]  That's
[07:34.000 --> 07:56.000]  actually
[07:56.000 --> 08:19.000]  it for today.
[08:26.000 --> 08:53.000]  Thank you.
[08:56.000 --> 09:25.000]  And
[09:25.000 --> 09:42.000]  let's
[09:55.000 --> 10:20.000]  see you
[10:20.000 --> 10:35.000]  there
[10:50.000 --> 11:09.000]  next week.
[11:20.000 --> 11:45.000]  See you
[11:45.000 --> 11:57.000]  next week.
[12:15.000 --> 12:36.000]  See you
[12:36.000 --> 12:59.000]  next week.
[13:06.000 --> 13:35.000]  See you
[13:35.000 --> 14:04.000]  next week.
[14:05.000 --> 14:28.000]  See you next week.
[14:35.000 --> 14:58.000]  See you next week.
[15:05.000 --> 15:33.000]  See you next week.
[15:35.000 --> 15:58.000]  See you next week.
[16:05.000 --> 16:28.000]  See you next week.
[16:35.000 --> 17:00.000]  See you
[17:00.000 --> 17:23.000]  next week.
[17:30.000 --> 17:53.000]  See you next week.
[18:00.000 --> 18:25.000]  See you
[18:25.000 --> 18:35.000]  next week.
[18:55.000 --> 19:18.000]  See you next week.
[19:25.000 --> 19:48.000]  See you next week.
[19:55.000 --> 20:24.000]  See you next week.
[20:25.000 --> 20:54.000]  See you next week.
[20:54.000 --> 21:04.000]  See you next week.
[21:24.000 --> 21:47.000]  See you next week.
[21:47.000 --> 22:12.000]  See you next week.
[22:12.000 --> 22:35.000]  See you next week.
[22:42.000 --> 23:05.000]  See you next week.
[23:12.000 --> 23:40.000]  See you next week.
[23:40.000 --> 23:59.000]  See you next week.
[24:10.000 --> 24:33.000]  See you next week.
[24:33.000 --> 24:58.000]  See you next week.
[24:58.000 --> 25:21.000]  See you next week.
[25:21.000 --> 25:44.000]  See you next week.
[25:51.000 --> 26:16.000]  See you next week.
[26:16.000 --> 26:39.000]  See you next week.
[26:46.000 --> 27:14.000]  See you next week.
[27:14.000 --> 27:30.000]  See you next week.
[27:44.000 --> 28:13.000]  See you next week.
[28:14.000 --> 28:39.000]  See you next week.
[28:39.000 --> 29:02.000]  See you next week.
[29:09.000 --> 29:34.000]  See you next week.
[29:34.000 --> 29:57.000]  See you next week.
[30:04.000 --> 30:33.000]  See you next week.
[30:33.000 --> 30:58.000]  See you next week.
[30:58.000 --> 31:23.000]  See you next week.
[31:23.000 --> 31:46.000]  See you next week.
[31:53.000 --> 32:13.000]  See you next week.
[32:13.000 --> 32:38.000]  See you next week.
[32:38.000 --> 33:00.000]  See you next week.
[33:00.000 --> 33:25.000]  See you next week.
[33:25.000 --> 33:40.000]  See you next week.
[33:40.000 --> 34:09.000]  See you next week.
[34:10.000 --> 34:33.000]  See you next week.
[34:33.000 --> 34:56.000]  See you next week.
[35:03.000 --> 35:31.000]  See you next week.
[35:31.000 --> 35:56.000]  See you next week.
[35:56.000 --> 36:19.000]  See you next week.
[36:26.000 --> 36:54.000]  See you next week.
[36:56.000 --> 37:21.000]  See you next week.
[37:21.000 --> 37:40.000]  See you next week.
[37:40.000 --> 38:02.000]  See you next week.
[38:10.000 --> 38:33.000]  See you next week.
[38:40.000 --> 39:08.000]  See you next week.
[39:08.000 --> 39:20.000]  See you next week.
[39:20.000 --> 39:43.000]  See you next week.
[39:50.000 --> 40:13.000]  See you next week.
[40:20.000 --> 40:49.000]  See you next week.
[40:50.000 --> 41:18.000]  See you next week.
[41:18.000 --> 41:33.000]  See you next week.
[41:33.000 --> 42:02.000]  See you next week.
[42:03.000 --> 42:31.000]  See you next week.
[42:31.000 --> 42:50.000]  See you next week.
[42:50.000 --> 43:15.000]  See you next week.
[43:15.000 --> 43:38.000]  See you next week.
[43:45.000 --> 44:08.000]  See you next week.
[44:15.000 --> 44:38.000]  See you next week.
[44:38.000 --> 45:03.000]  See you next week.
[45:03.000 --> 45:26.000]  See you next week.
[45:33.000 --> 46:01.000]  See you next week.
[46:01.000 --> 46:20.000]  See you next week.
[46:20.000 --> 46:40.000]  See you next week.
[46:40.000 --> 47:03.000]  See you next week.
[47:10.000 --> 47:33.000]  See you next week.
[47:40.000 --> 48:08.000]  See you next week.
[48:08.000 --> 48:31.000]  See you next week.
[48:38.000 --> 49:01.000]  See you next week.
[49:08.000 --> 49:37.000]  See you next week.
[49:37.000 --> 49:57.000]  See you next week.
[49:57.000 --> 50:21.000]  See you next week.
[50:21.000 --> 50:44.000]  See you next week.
[50:51.000 --> 51:16.000]  See you next week.
[51:16.000 --> 51:32.000]  See you next week.
[51:32.000 --> 52:00.000]  See you next week.
[52:00.000 --> 52:23.000]  See you next week.
[52:23.000 --> 52:52.000]  See you next week.
[52:53.000 --> 53:18.000]  See you next week.
[53:18.000 --> 53:30.000]  See you next week.
[53:48.000 --> 54:03.000]  See you next week.
[54:03.000 --> 54:28.000]  See you next week.
[54:28.000 --> 54:51.000]  See you next week.
[54:58.000 --> 55:26.000]  See you next week.
[55:26.000 --> 55:35.000]  See you next week.
[55:56.000 --> 56:19.000]  See you next week.
[56:26.000 --> 56:49.000]  See you next week.
[56:56.000 --> 57:25.000]  See you next week.
[57:25.000 --> 57:43.000]  See you next week.
[57:43.000 --> 58:08.000]  See you next week.
[58:08.000 --> 58:31.000]  See you next week.
[58:31.000 --> 58:50.000]  See you next week.
[58:50.000 --> 59:15.000]  See you next week.
[59:15.000 --> 59:43.000]  See you next week.
[59:45.000 --> 01:00:00.000]  See you next week.
[01:00:00.000 --> 01:00:29.000]  See you next week.
[01:00:29.000 --> 01:00:41.000]  See you next week.
[01:00:41.000 --> 01:01:10.000]  See you next week.
[01:01:10.000 --> 01:01:38.000]  See you next week.
[01:01:40.000 --> 01:02:09.000]  See you next week.
[01:02:09.000 --> 01:02:18.000]  See you next week.
[01:02:40.000 --> 01:02:51.000]  See you next week.
[01:02:51.000 --> 01:03:01.000]  See you next week.
[01:03:01.000 --> 01:03:10.000]  See you next week.
[01:03:31.000 --> 01:03:41.000]  See you next week.
[01:03:41.000 --> 01:03:51.000]  See you next week.
[01:03:51.000 --> 01:04:07.000]  See you next week.
[01:04:07.000 --> 01:04:33.000]  See you next week.
[01:04:37.000 --> 01:04:57.000]  See you next week.
[01:04:57.000 --> 01:05:17.000]  See you next week.
[01:05:17.000 --> 01:05:37.000]  See you next week.
[01:05:37.000 --> 01:05:57.000]  See you next week.
[01:05:57.000 --> 01:06:07.000]  See you next week.
[01:06:27.000 --> 01:06:37.000]  See you next week.
[01:06:37.000 --> 01:06:47.000]  See you next week.
[01:06:47.000 --> 01:06:57.000]  See you next week.
[01:07:18.000 --> 01:07:28.000]  See you next week.
[01:07:28.000 --> 01:07:51.000]  See you next week.
[01:07:58.000 --> 01:08:18.000]  See you next week.
[01:08:18.000 --> 01:08:38.000]  See you next week.
[01:08:38.000 --> 01:08:48.000]  See you next week.
[01:09:08.000 --> 01:09:28.000]  See you next week.
[01:09:28.000 --> 01:09:38.000]  See you next week.
[01:09:58.000 --> 01:10:18.000]  See you next week.
[01:10:18.000 --> 01:10:28.000]  See you next week.
[01:10:48.000 --> 01:10:58.000]  See you next week.
[01:11:18.000 --> 01:11:28.000]  See you next week.
[01:11:28.000 --> 01:11:38.000]  See you next week.
[01:11:38.000 --> 01:11:48.000]  See you next week.
[01:11:48.000 --> 01:11:58.000]  See you next week.
[01:11:58.000 --> 01:12:08.000]  See you next week.
[01:12:08.000 --> 01:12:18.000]  See you next week.
[01:12:18.000 --> 01:12:38.000]  See you next week.
[01:12:38.000 --> 01:12:48.000]  See you next week.
[01:13:08.000 --> 01:13:28.000]  See you next week.
[01:13:28.000 --> 01:13:38.000]  See you next week.
[01:13:58.000 --> 01:14:08.000]  See you next week.
[01:14:28.000 --> 01:14:38.000]  See you next week.
[01:14:58.000 --> 01:15:08.000]  See you next week.
[01:15:28.000 --> 01:15:38.000]  See you next week.
[01:15:58.000 --> 01:16:18.000]  See you next week.
[01:16:18.000 --> 01:16:38.000]  See you next week.
[01:16:38.000 --> 01:16:58.000]  See you next week.
[01:16:58.000 --> 01:17:08.000]  See you next week.
[01:17:08.000 --> 01:17:18.000]  See you next week.
[01:17:18.000 --> 01:17:38.000]  See you next week.
[01:17:38.000 --> 01:17:48.000]  See you next week.
[01:18:08.000 --> 01:18:18.000]  See you next week.
[01:18:38.000 --> 01:18:48.000]  See you next week.
[01:19:08.000 --> 01:19:18.000]  See you next week.
[01:19:38.000 --> 01:19:58.000]  See you next week.
[01:19:58.000 --> 01:20:08.000]  See you next week.
[01:20:28.000 --> 01:20:38.000]  See you next week.
[01:20:38.000 --> 01:20:48.000]  See you next week.
[01:20:48.000 --> 01:20:58.000]  See you next week.
[01:21:18.000 --> 01:21:28.000]  See you next week.
[01:21:28.000 --> 01:21:38.000]  See you next week.
[01:21:38.000 --> 01:21:48.000]  See you next week.
[01:21:48.000 --> 01:21:58.000]  See you next week.
[01:21:58.000 --> 01:22:08.000]  See you next week.
[01:22:08.000 --> 01:22:18.000]  See you next week.
[01:22:18.000 --> 01:22:28.000]  See you next week.
[01:22:48.000 --> 01:23:08.000]  See you next week.
[01:23:08.000 --> 01:23:18.000]  See you next week.
[01:23:38.000 --> 01:23:58.000]  See you next week.
[01:23:58.000 --> 01:24:08.000]  See you next week.
[01:24:28.000 --> 01:24:38.000]  See you next week.
[01:24:38.000 --> 01:24:48.000]  See you next week.
[01:24:48.000 --> 01:24:58.000]  See you next week.
[01:24:58.000 --> 01:25:22.000]  See you next week.
[01:25:22.000 --> 01:25:42.000]  See you next week.
[01:25:42.000 --> 01:25:52.000]  See you next week.
[01:25:52.000 --> 01:26:02.000]  See you next week.
[01:26:02.000 --> 01:26:22.000]  See you next week.
[01:26:22.000 --> 01:26:32.000]  See you next week.
[01:26:52.000 --> 01:27:02.000]  See you next week.
[01:27:22.000 --> 01:27:32.000]  See you next week.
[01:27:32.000 --> 01:27:42.000]  See you next week.
[01:27:42.000 --> 01:27:52.000]  See you next week.
[01:27:52.000 --> 01:28:16.000]  See you next week.
[01:28:16.000 --> 01:28:26.000]  See you next week.
[01:28:26.000 --> 01:28:50.000]  See you next week.
[01:28:50.000 --> 01:29:00.000]  See you next week.
[01:29:00.000 --> 01:29:10.000]  See you next week.
[01:29:10.000 --> 01:29:20.000]  See you next week.
[01:29:40.000 --> 01:29:50.000]  See you next week.
[01:29:50.000 --> 01:30:00.000]  See you next week.
[01:30:00.000 --> 01:30:10.000]  See you next week.
[01:30:10.000 --> 01:30:20.000]  See you next week.
[01:30:20.000 --> 01:30:30.000]  See you next week.
[01:30:30.000 --> 01:30:40.000]  See you next week.
[01:30:40.000 --> 01:30:50.000]  See you next week.
[01:30:50.000 --> 01:31:00.000]  See you next week.
[01:31:00.000 --> 01:31:10.000]  See you next week.
[01:31:10.000 --> 01:31:20.000]  See you next week.
[01:31:20.000 --> 01:31:30.000]  See you next week.
[01:31:30.000 --> 01:31:40.000]  See you next week.
[01:31:40.000 --> 01:31:50.000]  See you next week.
[01:31:50.000 --> 01:32:00.000]  See you next week.
[01:32:00.000 --> 01:32:10.000]  See you next week.
[01:32:10.000 --> 01:32:20.000]  See you next week.
[01:32:20.000 --> 01:32:30.000]  See you next week.
[01:32:30.000 --> 01:32:40.000]  See you next week.
[01:32:40.000 --> 01:32:50.000]  See you next week.
[01:32:50.000 --> 01:33:00.000]  See you next week.
[01:33:00.000 --> 01:33:10.000]  See you next week.
[01:33:10.000 --> 01:33:20.000]  See you next week.
[01:33:20.000 --> 01:33:30.000]  See you next week.
[01:33:30.000 --> 01:33:40.000]  See you next week.
[01:33:40.000 --> 01:33:50.000]  See you next week.
[01:33:50.000 --> 01:34:14.000]  See you next week.
[01:34:14.000 --> 01:34:24.000]  See you next week.
[01:34:24.000 --> 01:34:34.000]  See you next week.
[01:34:34.000 --> 01:34:44.000]  See you next
[01:35:04.000 --> 01:35:14.000]  week.
[01:35:34.000 --> 01:35:44.000]  See you next week.
[01:35:44.000 --> 01:35:54.000]  See you next week.
[01:35:54.000 --> 01:36:04.000]  See you next week.
[01:36:04.000 --> 01:36:14.000]  See you next week.
[01:36:14.000 --> 01:36:24.000]  See you next week.
[01:36:24.000 --> 01:36:48.000]  See you next week.
[01:36:48.000 --> 01:37:08.000]  See you next week.
[01:37:08.000 --> 01:37:28.000]  See you next week.
[01:37:28.000 --> 01:37:48.000]  See you next week.
[01:37:48.000 --> 01:37:58.000]  See you next
[01:38:18.000 --> 01:38:28.000]  week.
[01:38:48.000 --> 01:39:08.000]  See you next week.
[01:39:08.000 --> 01:39:28.000]  See you next week.
[01:39:28.000 --> 01:39:38.000]  See you next week.
[01:39:58.000 --> 01:40:08.000]  See you next week.
[01:40:08.000 --> 01:40:18.000]  See you next week.
[01:40:18.000 --> 01:40:28.000]  See you next time.
[01:40:48.000 --> 01:40:58.000]  See you next week.
[01:40:58.000 --> 01:41:08.000]  See you next week.
[01:41:08.000 --> 01:41:18.000]  See you next week.
[01:41:18.000 --> 01:41:28.000]  See you next week.
[01:41:28.000 --> 01:41:38.000]  See you next week.
[01:41:38.000 --> 01:41:48.000]  See you next week.
[01:41:48.000 --> 01:41:58.000]  See you next week.
[01:42:18.000 --> 01:42:28.000]  See you next week.
[01:42:28.000 --> 01:42:38.000]  See you next week.
[01:42:38.000 --> 01:42:48.000]  See you next week.
[01:42:48.000 --> 01:42:58.000]  See you next week.
[01:42:58.000 --> 01:43:08.000]  See you next week.
[01:43:28.000 --> 01:43:38.000]  See you next week.
[01:43:38.000 --> 01:43:48.000]  See you next week.
[01:43:48.000 --> 01:43:58.000]  See you next week.
[01:43:58.000 --> 01:44:08.000]  See you next week.
[01:44:08.000 --> 01:44:18.000]  See you next week.
[01:44:18.000 --> 01:44:28.000]  See you next week.
[01:44:28.000 --> 01:44:38.000]  See you next week.
[01:44:38.000 --> 01:44:48.000]  See you next week.
[01:44:48.000 --> 01:44:58.000]  See you next week.
[01:44:58.000 --> 01:45:22.000]  See you next week.
[01:45:22.000 --> 01:45:42.000]  See you next week.
[01:45:42.000 --> 01:45:52.000]  See you next week.
[01:45:52.000 --> 01:46:02.000]  See you next week.
[01:46:02.000 --> 01:46:22.000]  See you next week.
[01:46:22.000 --> 01:46:32.000]  See you next week.
[01:46:32.000 --> 01:46:42.000]  See you next week.
[01:46:42.000 --> 01:46:52.000]  See you next week.
[01:46:52.000 --> 01:47:02.000]  See you next week.
[01:47:02.000 --> 01:47:12.000]  See you next week.
[01:47:12.000 --> 01:47:22.000]  See you next week.
[01:47:22.000 --> 01:47:42.000]  See you next week.
[01:47:42.000 --> 01:47:52.000]  See you next week.
[01:47:52.000 --> 01:48:02.000]  See you next week.
[01:48:02.000 --> 01:48:12.000]  See you next week.
[01:48:12.000 --> 01:48:22.000]  See you next week.
[01:48:22.000 --> 01:48:42.000]  See you next week.
[01:48:42.000 --> 01:49:02.000]  See you next week.
[01:49:02.000 --> 01:49:12.000]  See you next week.
[01:49:12.000 --> 01:49:22.000]  See you next week.
[01:49:22.000 --> 01:49:32.000]  See you next week.
[01:49:32.000 --> 01:49:42.000]  See you next week.
[01:49:42.000 --> 01:50:02.000]  See you next week.
[01:50:02.000 --> 01:50:22.000]  See you next week.
[01:50:22.000 --> 01:50:32.000]  See you next week.
[01:50:32.000 --> 01:50:42.000]  See you next week.
[01:50:42.000 --> 01:51:02.000]  See you next week.
[01:51:02.000 --> 01:51:12.000]  See you next week.
[01:51:12.000 --> 01:51:22.000]  See you next week.
[01:51:22.000 --> 01:51:32.000]  See you next week.
[01:51:32.000 --> 01:51:42.000]  See you next week.
[01:51:42.000 --> 01:51:52.000]  See you next week.
[01:51:52.000 --> 01:52:02.000]  See you next week.
[01:52:02.000 --> 01:52:12.000]  See you next week.
[01:52:12.000 --> 01:52:22.000]  See you next week.
[01:52:22.000 --> 01:52:32.000]  See you next week.
[01:52:32.000 --> 01:52:42.000]  See you next week.
[01:52:42.000 --> 01:53:02.000]  See you next week.
[01:53:02.000 --> 01:53:22.000]  See you next week.
[01:53:22.000 --> 01:53:42.000]  See you next week.
[01:53:42.000 --> 01:53:52.000]  See you next week.
[01:53:52.000 --> 01:54:02.000]  See you next week.
[01:54:02.000 --> 01:54:12.000]  See you next week.
[01:54:12.000 --> 01:54:22.000]  See you next week.
[01:54:22.000 --> 01:54:32.000]  See you next week.
[01:54:32.000 --> 01:54:42.000]  See you next week.
[01:54:42.000 --> 01:54:52.000]  See you next week.
[01:54:52.000 --> 01:55:02.000]  See you next week.
[01:55:02.000 --> 01:55:12.000]  See you next week.
[01:55:12.000 --> 01:55:22.000]  See you next week.
[01:55:22.000 --> 01:55:32.000]  See you next week.
[01:55:32.000 --> 01:55:42.000]  See you next week.
[01:55:42.000 --> 01:56:02.000]  See you next week.
[01:56:02.000 --> 01:56:12.000]  See you next week.
[01:56:32.000 --> 01:56:42.000]  See you next week.
[01:56:42.000 --> 01:56:52.000]  See you next week.
[01:56:52.000 --> 01:57:02.000]  See you next week.
[01:57:02.000 --> 01:57:12.000]  See you next week.
[01:57:12.000 --> 01:57:22.000]  See you next week.
[01:57:22.000 --> 01:57:46.000]  See you next week.
[01:57:46.000 --> 01:58:06.000]  See you next week.
[01:58:06.000 --> 01:58:16.000]  See you next week.
[01:58:16.000 --> 01:58:26.000]  See you next week.
[01:58:26.000 --> 01:58:36.000]  See you next week.
[01:58:36.000 --> 01:58:46.000]  See you next week.
[01:58:46.000 --> 01:58:56.000]  See you next week.
[01:58:56.000 --> 01:59:06.000]  See you next week.
[01:59:06.000 --> 01:59:16.000]  See you next week.
[01:59:16.000 --> 01:59:26.000]  See you next week.
[01:59:26.000 --> 01:59:36.000]  See you next week.
[01:59:36.000 --> 01:59:46.000]  See you next week.
[01:59:46.000 --> 01:59:56.000]  See you next week.
[01:59:56.000 --> 02:00:20.000]  See you next week.
[02:00:20.000 --> 02:00:30.000]  See you next week.
[02:00:30.000 --> 02:00:54.000]  See you next week.
[02:00:54.000 --> 02:01:04.000]  See you next week.
[02:01:04.000 --> 02:01:14.000]  See you next week.
[02:01:14.000 --> 02:01:24.000]  See you next week.
[02:01:24.000 --> 02:01:34.000]  See you next week.
[02:01:34.000 --> 02:01:54.000]  See you next week.
[02:01:54.000 --> 02:02:04.000]  See you next week.
[02:02:04.000 --> 02:02:14.000]  See you next week.
[02:02:14.000 --> 02:02:24.000]  See you next week.
[02:02:24.000 --> 02:02:34.000]  See you next week.
[02:02:34.000 --> 02:02:54.000]  See you next week.
[02:02:54.000 --> 02:03:04.000]  See you next week.
[02:03:04.000 --> 02:03:14.000]  See you next week.
[02:03:14.000 --> 02:03:34.000]  See you next week.
[02:03:34.000 --> 02:03:54.000]  See you next week.
[02:03:54.000 --> 02:04:14.000]  See you next week.
[02:04:14.000 --> 02:04:34.000]  See you next week.
[02:04:34.000 --> 02:04:44.000]  See you next week.
[02:04:44.000 --> 02:05:08.000]  See you next week.
[02:05:08.000 --> 02:05:18.000]  See you next week.
[02:05:18.000 --> 02:05:28.000]  See you next week.
[02:05:28.000 --> 02:05:38.000]  See you next week.
[02:05:38.000 --> 02:05:48.000]  See you next week.
[02:05:48.000 --> 02:05:58.000]  See you next week.
[02:06:18.000 --> 02:06:28.000]  See you next week.
[02:06:28.000 --> 02:06:38.000]  See you next week.
[02:06:38.000 --> 02:06:48.000]  See you next week.
[02:07:08.000 --> 02:07:18.000]  See you next week.
[02:07:18.000 --> 02:07:28.000]  See you next week.
[02:07:28.000 --> 02:07:38.000]  See you next week.
[02:07:38.000 --> 02:07:48.000]  See you next week.
[02:07:48.000 --> 02:07:58.000]  See you next week.
[02:07:58.000 --> 02:08:22.000]  See you next week.
[02:08:22.000 --> 02:08:32.000]  See you next week.
[02:08:32.000 --> 02:08:42.000]  See you next week.
[02:08:42.000 --> 02:08:52.000]  See you next week.
[02:08:52.000 --> 02:09:02.000]  See you next week.
[02:09:02.000 --> 02:09:12.000]  See you next week.
[02:09:32.000 --> 02:09:42.000]  See you next week.
[02:09:42.000 --> 02:09:52.000]  See you next week.
[02:09:52.000 --> 02:10:02.000]  See you next week.
[02:10:02.000 --> 02:10:12.000]  See you next week.
[02:10:12.000 --> 02:10:22.000]  See you next week.
[02:10:22.000 --> 02:10:32.000]  See you next week.
[02:10:32.000 --> 02:10:42.000]  See you next week.
[02:10:42.000 --> 02:10:52.000]  See you next week.
[02:10:52.000 --> 02:11:02.000]  See you next week.
[02:11:02.000 --> 02:11:12.000]  See you next week.
[02:11:12.000 --> 02:11:22.000]  See you next week.
[02:11:22.000 --> 02:11:46.000]  See you next week.
[02:11:46.000 --> 02:11:56.000]  See you next week.
[02:11:56.000 --> 02:12:06.000]  See you next week.
[02:12:06.000 --> 02:12:16.000]  See you next week.
[02:12:16.000 --> 02:12:26.000]  See you next week.
[02:12:26.000 --> 02:12:36.000]  See you next week.
[02:12:36.000 --> 02:12:46.000]  See you next week.
[02:12:46.000 --> 02:12:56.000]  See you next week.
[02:12:56.000 --> 02:13:20.000]  See you next week.
[02:13:20.000 --> 02:13:30.000]  See you next week.
[02:13:30.000 --> 02:13:40.000]  See you next week.
[02:13:40.000 --> 02:14:00.000]  See you next week.
[02:14:00.000 --> 02:14:20.000]  See you next week.
[02:14:20.000 --> 02:14:30.000]  See you next week.
[02:14:30.000 --> 02:14:40.000]  See you next week.
[02:14:40.000 --> 02:15:00.000]  See you next week.
[02:15:00.000 --> 02:15:10.000]  See you next week.
[02:15:30.000 --> 02:15:50.000]  See you next week.
[02:15:50.000 --> 02:16:10.000]  See you next week.
[02:16:10.000 --> 02:16:20.000]  See you next week.
[02:16:20.000 --> 02:16:30.000]  See you next week.
[02:16:30.000 --> 02:16:40.000]  See you next week.
[02:16:40.000 --> 02:16:50.000]  See you next week.
[02:16:50.000 --> 02:17:00.000]  See you next week.
[02:17:00.000 --> 02:17:10.000]  See you next week.
[02:17:10.000 --> 02:17:20.000]  See you next week.
