[00:00.000 --> 00:02.000]  We've got it.
[07:33.000 --> 07:41.000]  And it's just bizarre they'd be so honest about it, but again, they play that double game of you're a conspiracy theorist if you say we want your guns,
[07:41.000 --> 07:45.000]  but at the same time we do want your guns and we're going to take them.
[07:45.000 --> 07:51.000]  And there's also an article out of the Associated Press that was carried by Fox News, you name it,
[07:51.000 --> 07:55.000]  why is the Department of Homeland Security buying so many bullets?
[07:55.000 --> 08:01.000]  And it says online rumors about big government munitions purchases are true, sort of.
[08:01.000 --> 08:10.000]  And it goes in to say the conspiracy theorist Alex Jones, who's just crazy, he says they're buying the bullets.
[08:10.000 --> 08:16.000]  Well, it's true, but it's no big deal, and so he's discredited, and they never say how I'm discredited.
[08:16.000 --> 08:25.000]  And then I have Atlantic magazine going, Alex Jones said that the US was attacking Russia with the meteorite that hit Friday morning,
[08:25.000 --> 08:30.000]  the meteor that came into the atmosphere, and Alex Jones is discredited.
[08:30.000 --> 08:42.000]  And they linked to an article carried by DrudgeReport.com that clearly we were saying rumors and reports that the US attacked Russia
[08:42.000 --> 08:48.000]  and that Russia shot it down spread, and we go on to say we believe it's a piece of the stone meteorite.
[08:48.000 --> 08:58.000]  Was it DA14 that went by? DA14, and that it was not a weapons attack on Russia.
[08:58.000 --> 09:05.000]  So we write an article reporting on what's all over the Russian news, we post it, it goes viral.
[09:05.000 --> 09:11.000]  One of the biggest stories on Friday, according to the sites that track that, I'm gonna cover that later on the list here.
[09:11.000 --> 09:19.000]  And then they just tell their readers, Alex Jones said this, and Alex Jones is discredited when we said the opposite.
[09:19.000 --> 09:30.000]  And more and more, the propaganda against us doesn't even make sense unless you think your readers have IQs below room temperature.
[09:30.000 --> 09:36.000]  And of course, 76 is room temperature, 76 is also considered mentally retarded.
[09:36.000 --> 09:41.000]  And that's how they treat their readers, and it's very insulting.
[09:41.000 --> 09:46.000]  But I guess it's working, I mean, because some people are still buying into this.
[09:46.000 --> 09:54.000]  But I mean, I've got like five articles today where mainstream media, and I don't wanna spend the whole show defending myself,
[09:54.000 --> 10:03.000]  but when it's illustrative, when it can be constructive to show people how establishment propaganda organs and systems work.
[10:03.000 --> 10:11.000]  I mean, it's just amazing. Oh, look at Alex, yeah, he said that the US attacked Russia.
[10:11.000 --> 10:18.000]  And then the article in question, we were saying that it was clearly a spur from DA14.
[10:18.000 --> 10:28.000]  And there were other fireballs that came in over California, over areas of Cuba, obviously stone meteorites in the daytime.
[10:28.000 --> 10:34.000]  I've been an amateur astronomer for a long time. The big rocks come in, they heat up, they have gas inside the rock, they explode,
[10:34.000 --> 10:39.000]  and then shoot a bunch of little pieces down that injured over 1,000 people in Russia.
[10:39.000 --> 10:46.000]  It's just so bizarre to have an article saying the Russian government, one member saying the US attacked them.
[10:46.000 --> 10:55.000]  They're also saying it was a weapons test. This appears to be a stone meteorite coming in, probably a spur of DA14.
[10:55.000 --> 11:00.000]  Generally, when large asteroids get knocked out of the asteroid belt or further out the Kuiper belt,
[11:00.000 --> 11:05.000]  some other common or large objects hitting them cause them to be ejected on their trajectory
[11:05.000 --> 11:09.000]  and normally carry other rocks from the initial impact with them.
[11:09.000 --> 11:16.000]  That's just standard astronomy from the top astronomers we've interviewed like Shoemaker and Levy and others.
[11:16.000 --> 11:25.000]  We write a well-balanced article and I cover it on the radio and now I said, well, it's like they say that I said the end of the world was 2012.
[11:25.000 --> 11:32.000]  I spent 15 years of 17 years on air being asked about that as a real pet peeve by listeners getting mad at me
[11:32.000 --> 11:37.000]  saying I didn't think it would be the end of the world, and then they still run news articles everywhere saying I said it would be the end of the world.
[11:37.000 --> 11:41.000]  And again, they know that's not my position. This isn't about Alex Jones.
[11:41.000 --> 11:48.000]  This is about the establishment media thinking you are stupid. That's what they think.
[11:48.000 --> 11:55.000]  I don't think you're stupid, so we just lay the facts out here as best as I've researched them and understand them.
[11:55.000 --> 11:59.000]  It doesn't mean I'm right about everything, but my analysis is pretty darn dead on,
[11:59.000 --> 12:07.000]  and it's up to you to do an analysis of what I'm covering from your own perspective and decide if I'm overall accurate or not, okay?
[12:07.000 --> 12:10.000]  I don't condescend down to you.
[12:10.000 --> 12:14.000]  Now, let me tell you what's coming up on the broadcast today.
[12:14.000 --> 12:21.000]  I really want to spend the first few segments on the economy because it's a big deal, and we can fix the economy,
[12:21.000 --> 12:29.000]  but I was reading what made me do this. I was reading a Forbes article that was quoting a speech that the true entrepreneur,
[12:29.000 --> 12:37.000]  founder of Paul Mitchell and Petrone, Tequila, a guy that was homeless and pulled himself above his bootstraps with good ideas,
[12:37.000 --> 12:44.000]  he was saying, you know, I hope Obama doesn't keep raising taxes. It will impoverish people and shut down the economy.
[12:44.000 --> 12:49.000]  I don't think Obama's bad. I just think he needs to wake up and come to Jesus financially
[12:49.000 --> 12:56.000]  and realize that lower taxes does create more jobs, and either he's ignorant, which I doubt, or he's being diplomatic,
[12:56.000 --> 12:58.000]  and I'm sorry, that's not going to work anymore.
[12:58.000 --> 13:08.000]  The people running the Democratic Party want monopolies and are run by foreign megabanks that can create all the derivative fiat money they ever want,
[13:08.000 --> 13:21.000]  and competition against the systems of true free market that empowered interesting creative minds like John Paul DeJoria.
[13:21.000 --> 13:28.000]  So I'm going to be going over that when we come back from the break because it makes me angry to see our economy shut down.
[13:28.000 --> 13:34.000]  It makes me angry to know that the payroll tax of people making $22,000,
[13:34.000 --> 13:38.000]  that guy, if you queue up Obama promising not to raise the payroll tax on anybody under a quarter mill a year,
[13:38.000 --> 13:44.000]  and then we have the articles where people making $22,000 a year or more had the payroll tax raised,
[13:44.000 --> 13:47.000]  and you may be making half a million dollars a year, and you're like, oh, what's the big deal?
[13:47.000 --> 13:51.000]  Sixty dollars out of every paycheck for somebody making $22,000 a year.
[13:51.000 --> 13:59.000]  Somebody making $22,000 a year hanging on, not going on welfare and food stamps, hanging on, working two or three jobs,
[13:59.000 --> 14:04.000]  busting their butt, counting every cent, there goes grocery money, folks.
[14:04.000 --> 14:07.000]  Forget going out to eat, forget going and buying new shoes.
[14:07.000 --> 14:09.000]  It impoverishes them.
[14:09.000 --> 14:14.000]  $120 a month, $60 on average is about $61 per pay period.
[14:14.000 --> 14:17.000]  It is a brutal assault.
[14:17.000 --> 14:23.000]  When I see some poor woman pull over with four kids in her car in a broke down car and a cop's writing her a ticket,
[14:23.000 --> 14:33.000]  I get a nauseous feeling because all the big multi-billionaire globalists who aren't like the creator Paul Mitchell,
[14:33.000 --> 14:36.000]  who got their money from insider government contracts and monopoly deals,
[14:36.000 --> 14:43.000]  that's how most billionaires like Carlos Slim in Mexico and others made their money out of a cell phone monopoly given to him.
[14:43.000 --> 14:51.000]  People like that absolutely are at odds with those of us that want to paint an oil painting and go sell it.
[14:51.000 --> 14:55.000]  You know, when I was in college, I went and sold paintings on the street.
[14:55.000 --> 14:57.000]  I said, I'm going to go do the true entrepreneurial thing.
[14:57.000 --> 15:01.000]  And people actually came to me on Sixth Street, and I got a little art showing, and I made some connections,
[15:01.000 --> 15:05.000]  and suddenly I was selling paintings for $3,000, $4,000 a piece, and I didn't even have time.
[15:05.000 --> 15:10.000]  I was already successful oil painting and had to quit to fight the New World Order.
[15:10.000 --> 15:14.000]  I guarantee you I would have galleries all over the country, ladies and gentlemen.
[15:14.000 --> 15:18.000]  I'd be selling paintings for $100,000 a piece right now, but I'm fighting the New World Order
[15:18.000 --> 15:24.000]  and have built a media system that reaches 3 million people plus a day.
[15:24.000 --> 15:32.000]  And you know how frustrating it is to sit there and research the taxes and the regulations and all the garbage?
[15:32.000 --> 15:34.000]  When you come back, I'm going to play that Obama clip.
[15:34.000 --> 15:37.000]  You know how frustrating it is to watch Obama pose as a liberal
[15:37.000 --> 15:43.000]  and then to watch libertarians and self-made men go, oh, he must just be ignorant.
[15:43.000 --> 15:44.000]  Obama, you're going to hurt people.
[15:44.000 --> 15:48.000]  Hey, John Paul DeGioria, let me explain something.
[15:48.000 --> 15:52.000]  You're not a bad person, so you don't imagine people are evil, okay?
[15:52.000 --> 15:54.000]  Obama and his controllers are evil.
[15:54.000 --> 15:58.000]  They want to bankrupt and make us poor and dependent on government, okay?
[15:58.000 --> 15:59.000]  We'll be back.
[15:59.000 --> 16:04.000]  You may be arrested and or subject to other police action.
[16:04.000 --> 16:05.000]  Tyranny is here.
[16:05.000 --> 16:09.000]  The grim future foretold in 1984 has become reality.
[16:09.000 --> 16:12.000]  It really says that the state is God.
[16:12.000 --> 16:18.000]  The United States is now recognized globally as one of the most impressive police states on earth.
[16:18.000 --> 16:24.000]  This film conclusively proves the existence of a secret network of FEMA camps now being expanded nationwide.
[16:24.000 --> 16:30.000]  This documentary exposes how the continuity of government program has established an all-powerful shadow state.
[16:30.000 --> 16:35.000]  Police state four chronicles the sickening depths to which our republic has fallen.
[16:35.000 --> 16:39.000]  Prepare to enter the secretive world of emergency dictatorship,
[16:39.000 --> 16:42.000]  body scanners, sound cameras, citizen spies,
[16:42.000 --> 16:45.000]  stage terror and cameras on every street corner.
[16:45.000 --> 16:48.000]  It's only the beginning of the New World Order's hellish plan.
[16:48.000 --> 16:50.000]  The police state isn't coming.
[16:50.000 --> 16:51.000]  It's here.
[16:51.000 --> 16:55.000]  Secure your copy today at infowars.com
[16:55.000 --> 17:00.000]  or see it online in the highest quality at prisonplanet.tv.
[17:00.000 --> 17:02.000]  Introducing Pro One.
[17:02.000 --> 17:06.000]  All of your filtration in one system, portable, on the go.
[17:06.000 --> 17:10.000]  Or do you have two or three filters to just reduce sodium fluoride?
[17:10.000 --> 17:16.000]  You have a system that cuts out the sodium fluoride and up to 95% of hydrofluorosolic acid.
[17:16.000 --> 17:23.000]  Advanced manufacturing technology combines silver impregnated white ceramic with new Aquamedics advanced media
[17:23.000 --> 17:27.000]  for removal of fluoride and other heavy metals all in one filter element.
[17:27.000 --> 17:33.000]  It is the only one that does it and out of the gates we have it discounted at 10% off with promo code water.
[17:33.000 --> 17:42.000]  This is the only system that in one unit helps reduce or remove pesticides, herbicides, chloramines, ammonia and chlorine,
[17:42.000 --> 17:48.000]  hydrofluorosolic acid, the most common form of fluoride not covered by other fluoride filter brands,
[17:48.000 --> 17:50.000]  and sodium hexafluorosilicate.
[17:50.000 --> 17:55.000]  Get your Pro Pure with the new Pro One filters today at infowars.com
[17:55.000 --> 17:59.000]  or by calling 888-253-3139.
[17:59.000 --> 18:02.000]  Alex Jones here with a message to fellow freedom lovers.
[18:02.000 --> 18:07.000]  The prognosis for the entire planetary economic system runs from bad to worse.
[18:07.000 --> 18:15.000]  The globalist model is to shut down societies and starve patriots out until they acquiesce to the global takeover.
[18:15.000 --> 18:20.000]  That's why we've assembled the most vital and important preparedness items at infowarsshop.com.
[18:20.000 --> 18:24.000]  These are items that I did research on, that I personally use.
[18:24.000 --> 18:29.000]  We've got the LifeStraw so you can turn fetid water into safe water anywhere you go.
[18:29.000 --> 18:35.000]  The Ktor Handcrank Generator to charge up key equipment during power outages or out in the field.
[18:35.000 --> 18:38.000]  Strategic Relocation 3rd Edition by Joel Skousen.
[18:38.000 --> 18:40.000]  When Disaster Strikes by Matthew Stein.
[18:40.000 --> 18:45.000]  TheraSafe used by Homeland Security to protect yourself during any radiological event.
[18:45.000 --> 18:48.000]  Handcrank shortwave AM-FM radios.
[18:48.000 --> 18:53.000]  Everything that we've researched and found to be the best is available at infowarshop.com
[18:53.000 --> 18:55.000]  and your purchase makes our Infowars possible.
[18:55.000 --> 18:59.000]  We're getting prepared. Are you? Infowarsshop.com.
[19:01.000 --> 19:09.000]  If you want an American company with American products made by Americans, here is the Cal-Bend Soap Company.
[19:09.000 --> 19:13.000]  Alex and his staff have used these pure soap products for years.
[19:13.000 --> 19:21.000]  These all-natural soaps are made from the highest quality vegetable and coconut oils that are earth friendly and safe.
[19:21.000 --> 19:29.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[19:29.000 --> 19:35.000]  Buy the one to two month sample package and enjoy soaps that are twice as good as what you're using now.
[19:35.000 --> 19:40.000]  Or save big with a one to two year supply of soaps for all your cleaning needs.
[19:40.000 --> 19:42.000]  This is an amazing deal.
[19:42.000 --> 19:47.000]  You can save thousands of dollars and you will love the way real soap makes you feel.
[19:47.000 --> 19:55.000]  See them on the web at 5starsoap.com or call 800-340-7091 for a free catalog.
[20:01.000 --> 20:04.000]  Coast to Coast. Direct from Austin.
[20:04.000 --> 20:08.000]  You're listening to the Alex Jones Broadcasting Network.
[20:08.000 --> 20:13.000]  Network.
[20:13.000 --> 20:16.000]  Crashing through the lies and disinformation.
[20:16.000 --> 20:21.000]  It's Alex Jones on the GCN Radio Network.
[20:28.000 --> 20:32.000]  Coming up we're going to get into the close mess with the meteorite DA14.
[20:32.000 --> 20:36.000]  We're going to break down the incredible assaults on the Second Amendment.
[20:36.000 --> 20:39.000]  Drones now officially taking to the skies in the US.
[20:39.000 --> 20:46.000]  LA Times has surveilled the American people including large Pentagon funded and directed predators and reapers.
[20:46.000 --> 20:49.000]  Thought I was a conspiracy theorist telling you a decade ago that was coming.
[20:49.000 --> 20:57.000]  Actually I just read Army Times and the defense quarterly publications and what MIT was saying.
[20:57.000 --> 21:00.000]  Just thought I'd warn you but again it's bad to be informed. I forgot.
[21:00.000 --> 21:03.000]  The establishment will just call you a conspiracy theorist.
[21:03.000 --> 21:07.000]  I mean if you said 10,000 years ago, hey let's create a wheel.
[21:07.000 --> 21:11.000]  It'll be easier to actually roll stuff on it. They'd probably call you a conspiracy theorist.
[21:11.000 --> 21:15.000]  But that's just a way to get you to sit down and shut up and be lazy.
[21:15.000 --> 21:19.000]  Jupiter's Europa moon likely is to have life on it.
[21:19.000 --> 21:22.000]  New images of that we're going to be going over here for the radio audience.
[21:22.000 --> 21:25.000]  We have it all linked up at Infowars.com.
[21:25.000 --> 21:38.000]  We're also going to get to several other extremely important reports on a host of issues.
[21:38.000 --> 21:42.000]  It's really weird. We just changed the studio around.
[21:42.000 --> 21:46.000]  I'm getting audio from in there out here. It's really wild.
[21:46.000 --> 21:51.000]  Really interesting whenever the new changes are on some of these new computers down here on the floor.
[21:51.000 --> 21:57.000]  Okay, let's go ahead and get into the economy here.
[21:57.000 --> 22:00.000]  Let's go ahead and break this down.
[22:00.000 --> 22:02.000]  America's financial downfall.
[22:02.000 --> 22:10.000]  Citizens now desperately raiding their 401K plans to pay bills long before retirement.
[22:10.000 --> 22:14.000]  And let's go ahead and play that clip of Obama.
[22:14.000 --> 22:24.000]  This is Obama four years ago during the campaign saying he wouldn't raise any taxes on people that made under $250,000 a year.
[22:24.000 --> 22:29.000]  But they've raised payroll taxes on people making below $30,000 a year even.
[22:29.000 --> 22:33.000]  And they've raised all these other taxes that get passed on to consumers.
[22:33.000 --> 22:35.000]  And here's the CNBC headline.
[22:35.000 --> 22:41.000]  Higher taxes put the bankers on, put the brakes on retail spending.
[22:41.000 --> 22:44.000]  Higher taxes put the brakes on retail spending.
[22:44.000 --> 22:48.000]  Central banks by the most goal since 1964.
[22:48.000 --> 22:52.000]  House moves to extend pay freezes for fed workers.
[22:52.000 --> 22:56.000]  U.S. business innovators tick higher but miss forecast.
[22:56.000 --> 22:59.000]  That's just some of the news that we're going to be going over.
[22:59.000 --> 23:03.000]  But the point is this is a designed implosion of our economy.
[23:03.000 --> 23:05.000]  Let's go to that clip.
[23:05.000 --> 23:17.000]  And I can make a firm pledge under my plan no family making less than $250,000 a year will see any form of tax increase.
[23:17.000 --> 23:26.000]  Not your income tax, not your payroll tax, not your capital gains taxes, not any of your taxes.
[23:26.000 --> 23:28.000]  And I can make a firm pledge.
[23:28.000 --> 23:30.000]  Let's play it again.
[23:30.000 --> 23:38.000]  No family making less than $250,000 a year will see any form of tax increase.
[23:38.000 --> 23:46.000]  Not your income tax, not your payroll tax, not your capital gains taxes, not any of your taxes.
[23:46.000 --> 23:54.000]  Okay, so let's go ahead now and just go over some of the headlines I have here just from today on this Sunday edition.
[23:54.000 --> 24:00.000]  We also have the weekday broadcast 12 noon Eastern audio feeds at infoawars.com.
[24:00.000 --> 24:02.000]  America's financial downfall.
[24:02.000 --> 24:08.000]  Citizens now desperately raiding 401k plans to pay bills long before retirement.
[24:08.000 --> 24:14.000]  And coming up I have Alan Greenspan saying don't worry on CNBC Friday.
[24:14.000 --> 24:16.000]  Don't worry about the rest of the economy.
[24:16.000 --> 24:18.000]  Only the stock market matters.
[24:18.000 --> 24:21.000]  Really, don't worry about small businesses.
[24:21.000 --> 24:23.000]  Don't worry about mom and pops.
[24:23.000 --> 24:25.000]  Don't worry about the average population's income.
[24:25.000 --> 24:37.000]  Just worry about a bunch of global corporations that are too big to fail and who make the profits private but make the losses public.
[24:37.000 --> 24:42.000]  In chronic slow economic growth and rising poverty, writes J.D. Hayes at Natural News,
[24:42.000 --> 24:50.000]  the new normal for America and Americans, unfortunately for an increasing number of people, the answer is yes.
[24:50.000 --> 24:53.000]  Chronic slow economic growth that doesn't even keep up with inflation.
[24:53.000 --> 24:57.000]  So that's actually poverty, my friends, being expanded.
[24:57.000 --> 25:09.000]  According to recent reports, a large and growing portion of American workers who are having trouble making ends meet because of rising costs are being forced to raid their retirement accounts for non-retirement needs.
[25:09.000 --> 25:19.000]  And it just goes over the different links to mainstream news articles breaking that down out of USA Today and others.
[25:19.000 --> 25:30.000]  And what you have is worldwide all the major governments, China, Japan, the United States, Germany, France, England, they're all coordinatedly devaluing their currencies.
[25:30.000 --> 25:32.000]  And here's the headline of the London Independent.
[25:32.000 --> 25:38.000]  G20 summit to focus on currency war, threat to economy.
[25:38.000 --> 25:50.000]  Japan's aggressive attempts to spur on its struggling economy were set to escape censure from the G20 nations today as bickering in Moscow kept alive fears of a currency war.
[25:50.000 --> 25:56.000]  France's ministers of the G20 gathering are understood to have pulled back from an explicit criticism of Japan.
[25:56.000 --> 26:06.000]  This prime minister has embarked on a huge program of monetary and fiscal stimulus to jumpstart the world's third largest economy out of its third recession in five years.
[26:06.000 --> 26:13.000]  Folks, Japan has kept a stiffer lip, but they have been in a depression since the 90s.
[26:13.000 --> 26:24.000]  And again, mega banks created all this fiat derivatives to buy up real estate and companies worldwide with the fraudulent paper that would make Bernie Madoff blush.
[26:24.000 --> 26:30.000]  Then when it all went down, they had the public prop it up.
[26:30.000 --> 26:37.000]  In the mid 1990s, early 1990s, they got bad by the mid 1990s, they've been in recession slash depression since then.
[26:37.000 --> 26:43.000]  It started 20 plus years ago, it's been intense for 15 years, and Japan has never come out of it.
[26:43.000 --> 26:45.000]  It's not designed to come out of it.
[26:45.000 --> 26:57.000]  The insiders sign you on whether you're in Iceland, whether you're in Greece, whether you're in Portugal, whether you're in Spain, whether you're in Japan, whether you're in Argentina, whether you're in Nigeria, whether you're in Brazil.
[26:57.000 --> 27:06.000]  They create a mega debt, sign you on to it, point at the small number of the public that are on welfare who will go out and ride if they don't get it.
[27:06.000 --> 27:19.000]  That's where the debt came from, and it doesn't matter if the entire entitlement and national debt system is less than 9% globally of the derivatives that we've been signed on to.
[27:19.000 --> 27:27.000]  Of the real debt out there, it's about 9%, of the 90 plus percent, we're told that we're lazy, we don't work enough.
[27:27.000 --> 27:34.000]  The head of the IMF member last year said Greeks aren't working enough, six days a week or more is what you need to do, you're lazy.
[27:34.000 --> 27:36.000]  And it's all made up, folks, they're not lazy.
[27:36.000 --> 27:38.000]  It's all made up.
[27:38.000 --> 27:47.000]  For living in a high-tech industrial world like we do here in North America or in places in Europe, we should be working even less.
[27:47.000 --> 27:58.000]  But the system's been designed to siphon it off, not so the elite can have bigger palaces, but so they can burn that money by signing it on, burn that energy.
[27:58.000 --> 28:03.000]  See, when you're a wealthy high-tech global system, it empowers people.
[28:03.000 --> 28:07.000]  They're not beholden to government, they're not beholden to special interests, they can't be bought cheaply.
[28:07.000 --> 28:22.000]  So you wreck capital by extracting it from the producers, giving it to central banks who have unlimited fake currency they can create, who then destroy wealth, your wealth to make their fiat valuable.
[28:22.000 --> 28:36.000]  That's why just in the US alone, $85 billion a month is taken just in the QE3 funding starting last year and shoved directly into derivatives that have already been written off in triage.
[28:36.000 --> 28:38.000]  So it's not even to prop up the bankers.
[28:38.000 --> 28:41.000]  You're told, well, they're holding us hostage, too big to fail.
[28:41.000 --> 28:45.000]  They're shoving it into a black hole to impoverish you.
[28:45.000 --> 28:48.000]  As George Washington said, the power to tax is the power to destroy.
[28:48.000 --> 28:57.000]  I'm going to play some clips when we come back of Greenspan, acting like he's not part of this and reporting on our downfall.
[28:57.000 --> 29:00.000]  Stay with us.
[29:00.000 --> 29:04.000]  You prepare by purchasing gold, food, and firearms.
[29:04.000 --> 29:10.000]  But if you don't have a home security system, then you're missing a critical weapon in your arsenal for home protection.
[29:10.000 --> 29:14.000]  When you're sleeping or away from home, who's watching out for intruders?
[29:14.000 --> 29:16.000]  Check out SimpliSafe.
[29:16.000 --> 29:20.000]  It's a new do-it-yourself home security system that is completely wireless.
